Brand,Model,Year,Status,Mileage,Dealer,Price
Nissan,Armada,2023,New,,Shottenkirk Nissan Katy,50590.0
Lexus,GX,2021,Used,24233.0,Mendoza Ford,48997.0
Chevrolet,1,2017,Used,58565.0,Giles Subaru,11980.0
Nissan,Altima,2024,New,,Giles Nissan Lafayette,29920.0
Mazda,CX-9,2024,New,,,48250.0
Nissan,Pathfinder,2024,New,,Giles Nissan Lafayette,51945.0
Nissan,Maxima,2023,New,,Giles Nissan Lafayette,45360.0
Nissan,Rogue,2023,New,,Giles Nissan Opelousas,36530.0
Nissan,Altima,2024,New,,Giles Nissan Opelousas,32720.0
Nissan,Kicks,2023,New,,Giles Nissan Opelousas,22700.0
Nissan,Pathfinder,2024,New,,Giles Nissan Opelousas,44455.0
Nissan,Kicks,2023,New,,Giles Nissan Opelousas,22700.0
Nissan,Pathfinder,2024,New,,Giles Nissan Opelousas,44990.0
Nissan,Sentra,2023,New,,Giles Nissan Opelousas,23695.0
Nissan,Altima,2024,New,,Giles Nissan Opelousas,27425.0
Nissan,Kicks,2023,New,,Giles Nissan Opelousas,27840.0
Nissan,Sentra,2023,New,,Giles Nissan Opelousas,21735.0
Toyota,Camry,2021,Used,40871.0,Giles Nissan Opelousas,29949.0
Chevrolet,Equinox,2024,New,,Roy Motors,28385.0
Jeep,Grand Cherokee,2023,Used,10113.0,Sterling Value Pre-Owned,39495.0
Lincoln,Aviator,2021,Used,32395.0,Sterling Value Pre-Owned,62258.0
Toyota,Tundra,2022,Used,9884.0,Don's Automotive Group Broussard,54999.0
GMC,Sierra,2022,Used,51450.0,Don's Automotive Group Broussard,62999.0
Audi,A7,2021,Used,10856.0,Don's Automotive Group Broussard,55999.0
Chevrolet,Tahoe,2021,Used,22409.0,Don's Automotive Group Broussard,65999.0
Mazda,MX-5 Miata,2023,New,,,31250.0
Ford,Explorer,2021,Used,64000.0,Hebert Jeep Chrysler Dodge Ram,31891.0
Honda,Pilot,2022,New,,LeBlanc Honda,41850.0
Honda,Pilot,2023,New,,LeBlanc Honda,52180.0
Honda,CR-V,2023,New,,LeBlanc Honda,32445.0
Ford,Expedition,2023,New,,Destination Ford,79170.0
Ford,Explorer,2023,New,,Destination Ford,50665.0
Ford,F-250,2023,New,,Destination Ford,71965.0
Ford,Expedition,2023,New,,Destination Ford,91095.0
Ford,Expedition,2023,New,,Destination Ford,80165.0
Chevrolet,Colorado,2023,New,,Traditions Chevrolet,42190.0
RAM,2500,2024,New,,Elliott Chrysler Dodge Jeep Ram of Carthage,92230.0
Jeep,Grand Cherokee,2023,New,,Elliott Chrysler Dodge Jeep Ram of Carthage,53495.0
Jeep,Grand Cherokee,2023,New,,Elliott Chrysler Dodge Jeep Ram of Carthage,52900.0
GMC,Yukon,2023,New,,Reliance Chrysler Jeep Dodge Ram,93755.0
Ford,Explorer,2022,New,,Cavender Ford,43618.0
Ford,F-150,2023,Used,8640.0,Rountree Ford Lincoln,75333.0
Lincoln,Aviator,2023,New,,Rountree Ford Lincoln,79370.0
Ford,F-150,2022,Certified,30779.0,Rountree Ford Lincoln,51962.0
Chevrolet,Silverado,2024,New,,Chevyland,47995.0
Chevrolet,Silverado,2023,New,,Chevyland,67410.0
Mazda,CX-9,2024,New,,,47870.0
Chevrolet,Silverado,2023,New,,Chevyland,45995.0
Toyota,Tundra,2023,New,,Shapen Toyota,58062.0
Ford,Mustang,2024,New,,Marshall Ford,86505.0
Toyota,Highlander,2024,New,,Yokem Toyota,51212.0
Ford,Explorer,2020,Used,47781.0,Landers Dodge Chrysler Jeep RAM Fiat,38460.0
Cadillac,Escalade,2023,New,,Wagner Cadillac,206265.0
Kia,Soul,2024,New,,Orr Kia of Bossier,24235.0
Kia,Sportage,2024,New,,Orr Kia of Bossier,31070.0
Mazda,CX-9,2024,New,,Velocity Mazda,40970.0
RAM,1500,2022,New,,Freestone Chrysler Dodge Jeep Ram,38993.0
Subaru,Legacy,2024,New,,Peltier Subaru,35505.0
Ford,Bronco,2023,New,,Tyler Ford,61175.0
Ford,Bronco,2023,New,,Tyler Ford,99320.0
Chevrolet,Silverado,2024,New,,Cavender Auto Country Chevrolet Buick GMC,76820.0
GMC,Sierra,2024,New,,Cavender Auto Country Chevrolet Buick GMC,86635.0
GMC,Sierra,2024,New,,Cavender Auto Country Chevrolet Buick GMC,84255.0
GMC,Sierra,2024,New,,Cavender Auto Country Chevrolet Buick GMC,69380.0
Chevrolet,Silverado,2024,New,,Cavender Auto Country Chevrolet Buick GMC,73750.0
RAM,2500,2023,New,,Peters Chrysler Dodge Jeep RAM Fiat,71495.0
Toyota,Tundra,2023,New,,Morgan City Toyota,54229.0
Ford,Mustang,2012,Used,35146.0,Greenway Mazda,21982.0
Toyota,Tundra,2023,New,,Morgan City Toyota,75805.0
Toyota,4Runner,2023,New,,Morgan City Toyota,41524.0
Toyota,Highlander,2023,New,,Morgan City Toyota,46756.0
Toyota,Camry,2023,New,,Morgan City Toyota,33323.0
Toyota,Tundra,2023,New,,Morgan City Toyota,58431.0
Toyota,4Runner,2023,New,,Morgan City Toyota,51016.0
Toyota,Highlander,2023,New,,Morgan City Toyota,51259.0
Toyota,Tacoma,2023,New,,Morgan City Toyota,28854.0
Toyota,Tundra,2022,Used,31130.0,Morgan City Toyota,45438.0
Toyota,4Runner,2023,New,,Morgan City Toyota,44584.0
Toyota,Tacoma,2023,New,,Morgan City Toyota,53084.0
Toyota,4Runner,2023,New,,Morgan City Toyota,51903.0
Toyota,4Runner,2023,New,,Morgan City Toyota,52688.0
Toyota,Corolla,2023,New,,Morgan City Toyota,28834.0
Toyota,4Runner,2023,New,,Morgan City Toyota,48041.0
Toyota,4Runner,2023,New,,Morgan City Toyota,47648.0
Toyota,Sequoia,2023,New,,Morgan City Toyota,83914.0
Toyota,4Runner,2023,New,,Morgan City Toyota,48164.0
Toyota,Tundra,2023,New,,Morgan City Toyota,48322.0
Toyota,4Runner,2023,New,,Morgan City Toyota,51016.0
Mercedes,C-Class,2017,Used,65177.0,Acura of Jackson,22768.0
Toyota,4Runner,2023,New,,Morgan City Toyota,46807.0
Toyota,Tundra,2023,New,,Morgan City Toyota,55346.0
Toyota,4Runner,2023,New,,Morgan City Toyota,48943.0
Toyota,Tundra,2023,New,,Morgan City Toyota,68379.0
Toyota,Sienna,2023,New,,Morgan City Toyota,45241.0
Toyota,Highlander,2022,New,,Morgan City Toyota,54971.0
Ford,Explorer,2023,New,,Hebert's Town & Country Ford,45500.0
Ford,Explorer,2023,New,,Hebert's Town & Country Ford,48370.0
Ford,F-150,2019,Used,152000.0,Harper Motors,24995.0
Chevrolet,Silverado,2024,New,,Harper Motors,55940.0
Chevrolet,Silverado,2024,New,,Harper Motors,54465.0
Chevrolet,Silverado,2024,New,,Harper Motors,54235.0
Chevrolet,Tahoe,2019,Used,74057.0,Harper Motors,37875.0
Toyota,Tundra,2023,New,,All Star Toyota of Baton Rouge,54738.0
Toyota,Crown,2023,New,,All Star Toyota of Baton Rouge,44857.0
Volvo,XC90,2024,New,,All Star Volvo Cars,69065.0
Honda,Pilot,2023,New,,Team Honda,
Toyota,Corolla,2011,Used,95223.0,Team Honda,12366.0
Chevrolet,LS,2019,Used,98712.0,All Star Chevrolet,29897.0
Chevrolet,Colorado,2017,Used,25252.0,All Star Chevrolet,27893.0
Mazda,CX-9,2024,New,,,54920.0
Genesis,GV70,2024,New,,Genesis of Baton Rouge,
Genesis,GV70,2024,New,,Genesis of Baton Rouge,
Lexus,LX,2023,New,,Price LeBlanc Lexus,115070.0
Lexus,IS,2023,New,,Price LeBlanc Lexus,67045.0
Toyota,4Runner,2023,New,,Price LeBlanc Toyota,47730.0
Toyota,Tundra,2023,New,,Price LeBlanc Toyota,57976.0
RAM,3500,2023,New,,Matt Bowers CDJR,94350.0
Jeep,Wrangler,2023,New,,Matt Bowers CDJR,54390.0
Chrysler,300,2023,New,,Matt Bowers CDJR,66595.0
Ford,Mustang,2011,Used,81109.0,Matt Bowers CDJR,10991.0
Mercedes,GLE,2018,Used,35356.0,Matt Bowers CDJR,31791.0
Toyota,Corolla,2014,Used,152528.0,Richards Honda,8506.0
GMC,Yukon,2016,Used,106909.0,Richards Honda,22918.0
GMC,Yukon,2022,Used,7664.0,Richards Honda,74674.0
Mitsubishi,Mirage,2019,Used,41445.0,Richards Honda,11841.0
Ford,F-150,2022,Used,16610.0,Richards Honda,50414.0
Chevrolet,Colorado,2023,New,,Alpha One Chevrolet,41575.0
GMC,Sierra,2021,Used,93933.0,Alpha One Chevrolet,42888.0
GMC,Terrain,2023,Used,1479.0,Alpha One Chevrolet,29481.0
Ford,F-250,2022,Certified,49268.0,All Star Ford,57184.0
Chevrolet,Colorado,2023,New,,,43890.0
Lincoln,Aviator,2023,New,,All Star Lincoln,
RAM,3500,2021,Used,79291.0,All Star Ford,63461.0
Ford,F-150,2020,Certified,60762.0,All Star Ford,42630.0
Jeep,Renegade,2018,Used,42569.0,Mississippi Auto Direct,19360.0
Lexus,RX,2017,Used,36813.0,Natchez Ford Lincoln,34794.0
GMC,Sierra,2024,New,,Courtesy Chevrolet Buick GMC of Ruston,96185.0
GMC,Sierra,2023,New,,Courtesy Chevrolet Buick GMC of Ruston,49275.0
GMC,Sierra,2023,New,,Courtesy Chevrolet Buick GMC of Ruston,59340.0
GMC,Sierra,2023,New,,Courtesy Chevrolet Buick GMC of Ruston,75675.0
Buick,Envision,2023,New,,Courtesy Chevrolet Buick GMC of Ruston,46900.0
Ford,F-150,2023,New,,All Star Ford of Denham Springs,80675.0
Toyota,Camry,2021,Used,62908.0,All Star Ford of Denham Springs,21602.0
Ford,Explorer,2020,Used,62059.0,Stanley Ford Gilmer,27995.0
Kia,Sportage,2024,New,,All Star Kia East,36660.0
Kia,Carnival,2024,New,,All Star Kia East,44760.0
Kia,Sportage,2024,New,,All Star Kia East,31345.0
Kia,Sportage,2024,New,,All Star Kia East,38515.0
Kia,Sportage,2024,New,,All Star Kia East,36930.0
Kia,Sorento,2023,New,,All Star Kia East,42820.0
Kia,Telluride,2024,New,,All Star Kia East,52670.0
Subaru,Outback,2014,Used,142195.0,Austin Subaru,12488.0
Kia,Sorento,2023,New,,All Star Kia East,40290.0
Ford,F-150,2023,New,,Centreville Motor Company,58184.0
Chevrolet,Silverado,2023,New,,Apple-Sport Chevrolet,46970.0
Chevrolet,Silverado,2023,New,,Apple-Sport Chevrolet,73900.0
Ford,Bronco,2023,New,,Apple Sport Ford,71785.0
Ford,F-150,2023,New,,Apple Sport Ford,92865.0
Lexus,LX,2014,Used,165096.0,Boardwalk Motor Cars,27500.0
Infiniti,Q5,2018,Used,56200.0,Boardwalk Motor Cars,22200.0
Ford,F-250,2013,Used,196432.0,Boardwalk Motor Cars,23600.0
Ford,F-350,2018,Used,208276.0,Boardwalk Motor Cars,41300.0
Ford,F-250,2012,Used,159248.0,Boardwalk Motor Cars,29990.0
Ford,F-350,2011,Used,144466.0,Boardwalk Motor Cars,22300.0
Chevrolet,Silverado,2014,Used,119718.0,Boardwalk Motor Cars,36500.0
Ford,F-250,2019,Used,201554.0,Boardwalk Motor Cars,28500.0
Ford,F-250,2021,Used,49703.0,Boardwalk Motor Cars,45900.0
Ford,F-150,2018,Used,161617.0,Boardwalk Motor Cars,24200.0
Tesla,Model S,2014,Used,79193.0,Toliver Chrysler-Dodge-Jeep-RAM,27999.0
Ford,F-150,2019,Used,28062.0,Stewart Toyota,32577.0
Toyota,Highlander,2024,New,,Stewart Toyota,51536.0
Jeep,Wagoneer,2023,New,,I20 Chrysler Dodge Jeep Ram,
Ford,Explorer,2021,Used,64000.0,Hebert Jeep Chrysler Dodge Ram,31891.0
Honda,CR-V,2023,Used,7306.0,Van-Trow Toyota,31998.0
Toyota,4Runner,2023,New,,Van-Trow Toyota,42768.0
GMC,Sierra,2023,New,,Springhill Motor Co.,60095.0
GMC,Sierra,2023,New,,Springhill Motor Co.,64210.0
GMC,Sierra,2023,New,,Springhill Motor Co.,74225.0
GMC,Sierra,2023,New,,Springhill Motor Co.,66755.0
Toyota,Tundra,2022,Used,47061.0,Canton Ford,41359.0
GMC,Yukon,2021,Used,71280.0,Canton Ford,58977.0
Chevrolet,Suburban,2021,Used,72538.0,Canton Ford,51898.0
Toyota,RAV4,2023,New,,Greg LeBlanc Toyota,39862.0
GMC,Yukon,2023,Certified,9782.0,Covert Chevrolet Bastrop,86919.0
RAM,2500,2023,New,,Camp County Chrysler Dodge Jeep Ram,
Volkswagen,Tiguan,2023,New,,Volkswagen of Waco,27703.0
Volkswagen,Atlas,2024,New,,Volkswagen of Waco,43766.0
Infiniti,QX60,2018,Used,70150.0,Volkswagen of Waco,22776.0
Volkswagen,Atlas,2024,New,,Volkswagen of Waco,51414.0
Volkswagen,Jetta,2023,New,,Volkswagen of Waco,33186.0
Volkswagen,Atlas,2024,New,,Volkswagen of Waco,51414.0
Volkswagen,Atlas,2023,New,,Volkswagen of Waco,40681.0
Volkswagen,Atlas,2024,New,,Volkswagen of Waco,47261.0
Chevrolet,Corvette,2023,New,,,96435.0
Volkswagen,Jetta,2023,New,,Volkswagen of Waco,25638.0
Volkswagen,Jetta,2023,New,,Volkswagen of Waco,25298.0
Chevrolet,Tahoe,2023,Used,14121.0,Bird Kultgen Ford,69930.0
Subaru,Ascent,2020,Used,41272.0,Bird Kultgen Ford,31471.0
Toyota,86,2017,Used,43407.0,Greg May Honda,20985.0
Toyota,Tundra,2022,Used,25639.0,Mac Haik Dodge Chrysler Jeep RAM Temple,49995.0
Volkswagen,Golf,2016,Used,63255.0,AutoNation Chevrolet Waco,16998.0
FIAT,500,2015,Used,90765.0,AutoNation Chevrolet Waco,8945.0
RAM,1500,2024,New,,Community Motors,
Jeep,Gladiator,2023,New,,Rainbow CDJR of Amite,
RAM,2500,2024,New,,Rainbow CDJR of Amite,
Jeep,Gladiator,2023,New,,Rainbow CDJR of Amite,
Dodge,Durango,2023,New,,Rainbow CDJR of Amite,
Ford,Bronco,2023,Used,5442.0,Riata Ford,52500.0
Tesla,Model Y,2020,Used,40073.0,Riata Ford,39900.0
Nissan,Altima,2020,Used,61978.0,Riata Ford,18100.0
Toyota,Tundra,2022,Used,27526.0,Supreme Toyota,57983.0
GMC,Yukon,2022,Used,39487.0,Supreme Toyota,71483.0
Toyota,Tacoma,2023,New,,Supreme Toyota,44924.0
Toyota,Tundra,2023,New,,Supreme Toyota,57562.0
Chevrolet,Tahoe,2008,Used,261259.0,Bayer Chevrolet Buick Cadillac,3995.0
Toyota,Highlander,2022,Certified,19898.0,Supreme Toyota,35883.0
Nissan,Versa,2023,New,,Bill Hood Nissan Hyundai,
Nissan,Pathfinder,2024,New,,Bill Hood Nissan Hyundai,
RAM,1500,2023,New,,Pegasus Chrysler Dodge Jeep Ram,42998.0
RAM,1500,2023,New,,Pegasus Chrysler Dodge Jeep Ram,56999.0
Jeep,Grand Cherokee,2023,New,,Pegasus Chrysler Dodge Jeep Ram,56999.0
RAM,3500,2023,New,,Pegasus Chrysler Dodge Jeep Ram,81366.0
Ford,F-250,2021,Used,44845.0,Ennis Ford,55594.0
Dodge,Viper,2003,Used,38719.0,Chevrolet of West,49877.0
Ford,Bronco,2023,New,,Elliott Auto Group,51840.0
Rivian,R1S,2023,Used,744.0,Austin e Autos,93950.0
Ford,Explorer,2023,New,,Stanley Ford - McGregor,51400.0
Ford,F-350,2023,New,,Stanley Ford - McGregor,81762.0
Hyundai,Ioniq,2022,Used,6632.0,AutoNation USA Austin,35985.0
Toyota,Sequoia,2018,Used,56780.0,Henna Chevrolet,34495.0
Volvo,S90,2024,New,,Volvo Cars of Austin,78395.0
Hyundai,Ioniq,2023,New,,Round Rock Hyundai,43250.0
Volkswagen,Tiguan,2017,Used,67796.0,Round Rock Nissan,14815.0
Nissan,Leaf,2023,New,,Round Rock Nissan,29885.0
Toyota,Prius,2017,Used,58275.0,Corvette Country,21700.0
Tesla,Model 3,2018,Used,73223.0,Corvette Country,29900.0
Ford,F-150,2023,New,,Mac Haik Ford Lincoln,44945.0
Lincoln,Nautilus,2022,New,,Mac Haik Ford Lincoln,58585.0
Ford,F-450,2023,New,,Mac Haik Ford Lincoln,98955.0
Ford,F-150,2023,New,,Mac Haik Ford Lincoln,72030.0
Lincoln,Corsair,2022,New,,Mac Haik Ford Lincoln,64975.0
Ford,F-150,2022,New,,Mac Haik Ford Lincoln,89999.0
Ford,F-150,2023,New,,Mac Haik Ford Lincoln,47475.0
BMW,X5,2014,Used,157305.0,Georgetown INFINITI,13000.0
BMW,X5,2020,Used,28357.0,Georgetown INFINITI,42000.0
RAM,1500,2022,Used,12037.0,Covert Chrysler Dodge Jeep & Ram,48926.0
Dodge,Charger,2023,New,,Covert Chrysler Dodge Jeep & Ram,
Jeep,Wrangler,2024,New,,Covert Chrysler Dodge Jeep & Ram,
Ford,F-150,2022,New,,Leif Johnson Ford Inc.,110000.0
Ford,Bronco,2023,Certified,1514.0,Leif Johnson Ford Inc.,41788.0
Ford,F-150,2021,Certified,62430.0,Leif Johnson Ford Inc.,51229.0
Ford,Escape,2022,Certified,11856.0,Leif Johnson Ford Inc.,27279.0
Dodge,Durango,2018,Used,18558.0,Leif Johnson Ford Inc.,52396.0
Ford,Expedition,2021,Certified,61260.0,Leif Johnson Ford Inc.,41219.0
Nissan,3,2004,Used,43642.0,Leif Johnson Ford Inc.,28000.0
Mercedes,GLS 450,2024,New,,Mercedes-Benz of Austin,102875.0
Mercedes,GLS 450,2024,New,,Mercedes-Benz of Austin,96355.0
Mercedes,AMG GT,2023,New,,Mercedes-Benz of Austin,94900.0
Mercedes,GLS 450,2024,New,,Mercedes-Benz of Austin,94440.0
Mercedes,S-Class,2023,New,,Mercedes-Benz of Austin,113245.0
Toyota,Highlander,2023,New,,Toyota of North Austin,45002.0
Mazda,CX-30,2022,Used,22079.0,Howdy Honda,26999.0
Chevrolet,Camaro,2015,Used,106046.0,Austin Subaru,21988.0
Subaru,Outback,2014,Used,142195.0,Austin Subaru,12488.0
Ford,F-150,2021,Used,31080.0,Town North Nissan,37795.0
Chevrolet,Silverado,2024,New,,Platinum Chevrolet Cadillac,63665.0
Cadillac,XT4,2024,New,,Platinum Chevrolet Cadillac,43240.0
Chevrolet,Colorado,2023,New,,AutoNation Chevrolet West Austin,40115.0
Chevrolet,Colorado,2023,New,,AutoNation Chevrolet West Austin,54075.0
Chevrolet,Suburban,2023,New,,AutoNation Chevrolet West Austin,71530.0
Chevrolet,Tahoe,2023,New,,AutoNation Chevrolet West Austin,70685.0
Mazda,Mazda3,2016,Used,133265.0,Covert Ford,10777.0
Ford,F-350,2023,Used,5556.0,Covert Ford,88398.0
Mazda,CX-9,2020,Used,60846.0,Covert Ford,27298.0
Mercedes,GLS 450,2020,Used,75013.0,Covert Ford,43598.0
Cadillac,CT4-V,2022,Certified,2138.0,Covert Cadillac,46988.0
Cadillac,CT4-V,2023,New,,Covert Cadillac,84515.0
Lexus,ES,2021,Used,11480.0,Covert Cadillac,40988.0
Honda,Accord,2011,Used,117221.0,Covert Buick GMC Austin,11900.0
Lincoln,Navigator,2021,Used,18211.0,Covert Cadillac,71988.0
Mercedes,E-Class,2020,Used,18605.0,Covert Cadillac,54988.0
Toyota,Supra,2022,Used,11644.0,Covert Cadillac,55988.0
Cadillac,LYRIQ,2023,New,,Covert Cadillac,59980.0
Hyundai,Palisade,2023,New,,South Point Hyundai,40600.0
Toyota,RAV4,2023,New,,AutoNation Toyota South Austin,38177.0
Hyundai,Sonata,2021,Used,42227.0,South Austin Nissan,23980.0
Kia,Telluride,2024,New,,Kia Of Mccomb,43394.0
Chevrolet,Colorado,2023,New,,Capitol Chevrolet,61230.0
Chevrolet,LS,2023,New,,Capitol Chevrolet,56895.0
Chevrolet,Suburban,2023,New,,Capitol Chevrolet,75345.0
Chevrolet,Suburban,2023,New,,Capitol Chevrolet,70140.0
Chevrolet,Tahoe,2023,New,,Capitol Chevrolet,71405.0
Chevrolet,Tahoe,2023,New,,Capitol Chevrolet,71405.0
Mercedes,S-Class,2023,New,,Mercedes-Benz of Georgetown,126255.0
Land Rover,Range Rover,2023,New,,Sewell Land Rover North Austin,81620.0
Kia,Forte,2018,Certified,56240.0,Kia of North Austin,15998.0
Nissan,Pathfinder,2024,New,,Pete Mankins Nissan,42091.0
Nissan,Pathfinder,2024,New,,Pete Mankins Nissan,48797.0
Dodge,Durango,2023,New,,Lakeshore Chrysler Dodge Jeep RAM of Kenner,42842.0
RAM,2500,2023,New,,Lakeshore Chrysler Dodge Jeep RAM of Kenner,90295.0
Dodge,Charger,2023,New,,Lakeshore Chrysler Dodge Jeep RAM of Kenner,53220.0
Jeep,Gladiator,2023,New,,Lakeshore Chrysler Dodge Jeep RAM of Kenner,52735.0
Jeep,Gladiator,2023,New,,Lakeshore Chrysler Dodge Jeep RAM of Kenner,56210.0
Ford,F-150,2016,Used,80695.0,Ray Brandt Toyota,28958.0
Infiniti,Q40,2015,Used,125275.0,Cedar Park Nissan,12900.0
Land Rover,Range Rover,2014,Used,117403.0,Cedar Park Nissan,21300.0
Chevrolet,Silverado,2008,Used,85394.0,Cedar Park Nissan,21600.0
Toyota,Avalon,2020,Used,12541.0,Bryan Subaru,36490.0
Lexus,GX,2019,Used,42455.0,Matt Bowers Chevrolet Metairie,39495.0
Chevrolet,Silverado,2024,New,,Matt Bowers Chevrolet Metairie,75540.0
BMW,M5,2014,Used,82373.0,Matt Bowers Chevrolet Metairie,29955.0
Nissan,Armada,2023,New,,Bates Nissan,54845.0
Toyota,Avalon,2018,Used,89488.0,Elder Mitsubishi - Killeen,22758.0
Mitsubishi,Outlander,2022,Used,59884.0,Elder Mitsubishi - Killeen,27266.0
Jeep,Wrangler,2007,Used,97957.0,Mattingly Motors,13225.0
Audi,A4,2014,Used,96365.0,Mattingly Motors,13990.0
Nissan,Titan,2015,Used,112622.0,Mattingly Motors,17995.0
Toyota,Corolla,2023,New,,Toyota of Cedar Park,26152.0
Toyota,Tundra,2023,New,,Toyota of Cedar Park,60892.0
Toyota,Highlander,2021,Certified,20400.0,Toyota of Cedar Park,42208.0
Toyota,C-HR,2020,Certified,27731.0,Toyota of Cedar Park,23318.0
Toyota,Tundra,2023,Used,1934.0,Toyota of Cedar Park,47868.0
Infiniti,QX50,2021,Used,42177.0,Toyota of Cedar Park,28650.0
Toyota,Venza,2022,Certified,33012.0,Toyota of Cedar Park,36987.0
Toyota,Tundra,2023,Used,6120.0,Toyota of Cedar Park,49282.0
Toyota,Tundra,2023,New,,Toyota of Cedar Park,58580.0
Toyota,Tundra,2023,New,,Toyota of Cedar Park,59079.0
Toyota,Tundra,2023,New,,Toyota of Cedar Park,60010.0
Toyota,Tundra,2023,Used,3367.0,Toyota of Cedar Park,44930.0
Toyota,Tundra,2022,Used,36531.0,Toyota of Cedar Park,38975.0
Toyota,Venza,2022,Certified,37730.0,Toyota of Cedar Park,38037.0
Nissan,Altima,2019,Used,59778.0,Autos of Forney,18629.0
Kia,Sportage,2022,Used,28592.0,Autos of Forney,20791.0
Hyundai,Elantra,2015,Used,144474.0,Car Source,7895.0
Volkswagen,Tiguan,2016,Used,142846.0,Car Source,8895.0
Chevrolet,1,2014,Used,100484.0,Car Source,7695.0
Ford,Mustang,2011,Used,128184.0,All American Chevrolet of Killeen,10449.0
Chevrolet,Cruze,2017,Used,89327.0,All American Chevrolet of Killeen,11911.0
Dodge,1500,2010,Used,147158.0,All American Chevrolet of Killeen,13744.0
Jeep,Grand Cherokee,2015,Used,141581.0,All American Chevrolet of Killeen,14732.0
Volkswagen,Atlas,2024,New,,Orr Volkswagen of Texarkana,43268.0
Volkswagen,Atlas,2024,New,,Orr Volkswagen of Texarkana,43451.0
Volkswagen,Atlas,2024,New,,Orr Volkswagen of Texarkana,49959.0
Volkswagen,Atlas,2024,New,,Orr Volkswagen of Texarkana,53667.0
GMC,Terrain,2023,New,,Crown Buick GMC,26290.0
Land Rover,Discovery,2023,New,,Paretti Land Rover New Orleans,77690.0
Land Rover,Defender,2023,New,,Paretti Land Rover New Orleans,85420.0
Volvo,XC60,2023,New,,Bergeron Volvo,59340.0
Jeep,Gladiator,2023,New,,Bergeron Chrysler Dodge Jeep RAM,48384.0
Porsche,Panamera,2021,Certified,34864.0,Porsche of New Orleans,78999.0
Mazda,CX-3,2019,Used,28200.0,Steele Hyundai Kyle,19488.0
Hyundai,Kona,2023,New,,Steele Hyundai Kyle,25630.0
Audi,A5,2023,New,,Audi New Orleans,
Audi,Q8,2023,New,,Audi New Orleans,
Audi,Q5,2023,New,,Audi New Orleans,
Ford,F-250,2023,New,,Caraway Ford,77760.0
Toyota,Tundra,2021,Used,64753.0,Rainbow Mitsubishi North,42987.0
Chevrolet,Tahoe,2022,Used,40922.0,Rainbow Mitsubishi North,67987.0
Chevrolet,Corvette,2023,Used,103.0,Rainbow Mitsubishi North,106600.0
Mercedes,GLC,2022,Used,25908.0,Rainbow Mitsubishi North,39987.0
Land Rover,Range Rover,2022,Used,1722.0,Rainbow Mitsubishi North,105587.0
Infiniti,Essentia,2023,Used,6206.0,Rainbow Mitsubishi North,48987.0
Ford,F-150,2017,Used,104395.0,Rainbow Mitsubishi North,26687.0
Ford,Explorer,2013,Used,168729.0,Rainbow Mitsubishi North,9687.0
Cadillac,CT4-V,2023,New,,Covert Cadillac Bee Cave,58605.0
Cadillac,Escalade,2023,New,,Covert Cadillac Bee Cave,111390.0
Cadillac,XT6,2023,New,,Covert Cadillac Bee Cave,49500.0
Cadillac,CT5,2023,New,,Covert Cadillac Bee Cave,66000.0
BMW,330 i,2020,Used,69302.0,Bill Hood Chevrolet,25480.0
Toyota,4Runner,2019,Used,124717.0,Northshore Toyota,28695.0
Toyota,FJ Cruiser,2014,Used,113137.0,Trucks of Texas,33995.0
Toyota,Tundra,2023,New,,Bohn Toyota,54806.0
Chevrolet,Silverado,2024,New,,Chuck Fairbanks Chevrolet,94729.0
Ford,F-250,2023,New,,Ford of Harvey,80395.0
Ford,F-250,2023,New,,Ford of Harvey,67130.0
Toyota,RAV4,2022,Used,11077.0,Honda Cars of Rockwall,35884.0
Honda,Accord,2009,Used,201772.0,Honda Cars of Rockwall,6493.0
Honda,CR-V,2011,Used,211440.0,Honda Cars of Rockwall,7994.0
RAM,1500,2022,Used,13396.0,Honda Cars of Rockwall,49595.0
Genesis,G80,2018,Used,75803.0,Honda Cars of Rockwall,27853.0
Cadillac,SRX,2014,Used,131376.0,Honda Cars of Rockwall,11392.0
Volkswagen,Passat,2020,Used,25867.0,Toyota of Rockwall,21152.0
Lexus,RX,2022,Used,12679.0,Toyota of Rockwall,42279.0
Ford,Mustang,2024,New,,Rockwall Ford,53203.0
Ford,Expedition,2021,Certified,37811.0,Rockwall Ford,42133.0
Kia,Sportage,2024,New,,Ray Brandt Kia,34485.0
Chevrolet,Malibu,2023,New,,Britain Chevrolet,29635.0
RAM,2500,2019,Used,61676.0,Britain Chevrolet,60402.0
Nissan,3,2013,Used,101887.0,Britain Chevrolet,17670.0
Toyota,Tundra,2022,Used,14190.0,Cannon Toyota,54576.0
Honda,Ridgeline,2023,New,,Cannon Honda,46560.0
Ford,Mustang,2024,New,,Town East Ford,52735.0
Ford,F-150,2018,Certified,79346.0,Town East Ford,29950.0
Jeep,Wrangler,2023,New,,Covert Chrysler Dodge Jeep RAM Bee Cave,67774.0
Jeep,Wrangler,2023,New,,Covert Chrysler Dodge Jeep RAM Bee Cave,70742.0
Jeep,Wrangler,2023,New,,Covert Chrysler Dodge Jeep RAM Bee Cave,67320.0
Dodge,Charger,2023,New,,Covert Chrysler Dodge Jeep RAM Bee Cave,42197.0
RAM,2500,2023,New,,Covert Chrysler Dodge Jeep RAM Bee Cave,91728.0
